id,subject,body,channel,district,complaint_history,label
G106717,Fertilizer shortage at the co-op society,"Respected sir, Stray cattle damaged part of my paddy and the compensation process needs many documents and visits. Requesting a simpler camp-based process in our hobli. We are suffering a lot.",whatsapp,Devgiri,repeat_complaint,agriculture_irrigation|routine
G101854,Complaint from residents,"Pranam sir, A pest outbreak is jumping farm to farm in the weavers’ colony and the spray recommended by the local dealer is doing nothing. If the agriculture officer does not come in the next two din the whole cluster's crop is gone. Jaldi se jaldi madad kijiye sir.",helpline_call,Sundarnagar,repeat_complaint,agriculture_irrigation|critical
G100341,Problem getting worse daily,"Namaste, The soil-testign van that was to visit Krishnapura never came, and the support price centre opens late each saeson. Requesting both be scheduled properly this year. If nothing happens we will raise it in the gram sabha again. The previous complaint number I was given never got a response.",whatsapp,Devgiri,escalated,agriculture_irrigation|routine
G102945,"Transformer burnt since yesterday, no replacement","Namaskara sir, This month's bills are three to four times the usual amount for every house in our lane. The meter reader never actually visits; readings are invented. Please audit and correct. We are not asking about the pension, that is coming properly. Hoping for quick action. Daya vittu sahaya madi sir.",field_visit,Devgiri,escalated,electricity|routine
G102815,Please hlep our colony,"Respected sir, The girls' high school has no functional toilet, and attendance of older girls is dropping every month. Parents are quietly pulling daughters out. A big chunk of the classroom ceiling in the ward 11 primary school fell during class hours yesterday, missing the children by a few feet. Calsses are still being held in the same room because there is nowhere else. Close that room today itself. Please help us.",field_visit,Rampura,repeat_complaint,education|high
G104216,Appeal to the war room,"Sir/Madam, There is no proper bus connectivity from Rampura to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle. People say the hospital got new equipment, but our issue remains. Kindly do the needful.",facebook,Rampura,repeat_complaint,roads_transport|routine
G101964,Scholarhsip amount not cerdited to students,"Sanmanya sir, The roof of the primary school in Ashraya layout leaks and classes shift to the corridor when it rains. The repair sanctioned last year has not started. Requesting it before next monsoon. Unlike the current cuts which stopped, this issue continues. This is tumba urgent. Namma colony jana kayta iddare.",helpline_call,Sundarnagar,first_time,education|routine
G105626,Road dug up and left open since the rains started,"Namaskar, Every monsoon the same stretch in MG layout becomes impossible to cross, and this year it has already caused two accidents. The contractor vanished midway. Please escalate to higher officials. Kripya dhyan dijiye, bahut urgent hai.",facebook,Chandpur,first_time,roads_transport|high
G100664,Police not registering our complaint,"Pranam sir, The gambling den behind the market in Ambalpet runs till late and young boys from our colony have started going there. Requesting it be shut down. This is bahut urgent. Kripya dhyan dijiye, bahut urgent hai.",janata_darshan,Rampura,first_time,law_and_order|routine
G100718,No bus service to our village,"Hello, School vans have stopped entering the lake road side entirely. Parents now walk children 2 km because no vehicle can pass the stretch after the pipeline work. Everything is urgent for officials only when TV cameras come. Please treat this as top priority.",janata_darshan,Devgiri,repeat_complaint,roads_transport|high
G100900,Problem getting owrse daily,"Sir namaskara, The standing paddy of the whole tail-end belt of Ambalpet will be dead within this week if the reservoir release is not given now. The gates are with the department; one order can still save this season for 200 families. bega action togoli us.",helpline_call,Chandpur,repeat_complaint,agriculture_irrigation|critical
G105109,Street lights not working in the weavers’ colony,"Namaskar, The pole outside our ghar sparks loudly and threw flames in last raat's drizzle. The lineman says ""log a shikayat"". One spark on the thatched roofs here and the whole row of ghar will burn. Please treat this as top priority. Hum garib logon ki koi nahi sunta.",helpline_call,Sundarnagar,first_time,electricity|critical
G104938,Water quality complaint from residents,"Hello, The new apartment construction next to the lake road side has sunk multiple borewells and pressure in our street taps has dropped. Please inspect and regulate. What arrives in our pipes for one hour every fourth day is barely enough. We request the department to revise the supply schedule for our layout. Please take immediate action.",helpline_call,Sundarnagar,escalated,water_supply|routine
G100747,Sand lorries running at night,"Namaste, There have been three chain-snatching incidents in Gandhi colony for three days now. Elderly women have stopped morning walks. Patrolling has not increased despite complaints. Police did visit once but this complaint is not about them. We are suffering a lot.",facebook,Malligere,repeat_complaint,law_and_order|high
G101363,Ration card application pending since yesterday,"Sanmanya sir, Our names were on the list at the taluk office last year, but this month the dealer says our nmubers no longer show in his machine. Ten families are affected in the lake raste side. Everyhting is urgent for officials only when TV cameras come. Namma colony jana kayta iddare.",facebook,Chandpur,repeat_complaint,welfare_schemes|high
G102504,Old-age pension tsopped without erason,"Namaskara sir, Our names were on the list at the tehsildar last year, but this month the dealer says our numbers no longer show in his machine. Ten families are affected in ward 11. The ration for our lane's twelve labour families has been stopped for two months over some ""server issue"", and this month there is genuinely nothing to cook in several mane. Old people are eating one meal a day. This cannot wait for the next camp. Hoping for quick action. Tumba tondare aagide, bega action togoli.",helpline_call,Ambalpet,first_time,welfare_schemes|high
G103288,Name missing from beneficiary list,"Sir/Madam, The ration for our lane's seven labour families has been stopped for two months over some ""server issue"", and this month there is genuinely nothing to cook in several houses. Old people are eating one meal a day. This cannto wait for the next camp. We are not asking about the pesnion, that is coming properly. Hoping for quick action.",helpline_call,Sundarnagar,escalated,welfare_schemes|critical
G104330,"Borewell dry, tanker not coming","Sir/Madam, A main pipeline near MG layout has been leaking since the festival, water flowing on the road daily. Requesting repair before the summer scarcity months. This is very urgent.",helpline_call,Kotehalli,first_time,water_supply|routine
G100522,Safety of girls near the college gate,"Namaskar, The men gathering near the college gate followed two girls to their homes yesterday shouting threats. Parents are keeping daughters home from classes starting today. This needs police presence this evening, not next week. An illegal liquor outlet operates openly near the school in ward 11. Drunk men sit along the road children take. Written complaints have changed nothing. Last time they acted only after someone nearly died, must it come to that? Please treat this as top priority.",janata_darshan,Ambalpet,escalated,law_and_order|critical
G104416,Safety of girls near the college gate,"Respected sir, We went to the station about our neighbour's abusive behaviour and were told to ""settle it aomng yourselves"". We request guidance on filing it properly. After dark there is drinking and loud fights near the bus shelter in ward 7. We request a patrol round at night at least on weekends. Many of us voted with a lot of hope last time. Many of us voted with a lot of hope last time. We are suffering a lot.",janata_darshan,Rampura,escalated,law_and_order|routine
G100293,Urgent problem in our area,"Sanmanya sir, The government aspatre pharmacy says BP and diabetes medicines are out of stock for over two months. Poor patients are skipping doses because private prices are unaffordable. We request a monthly specialist visit to the PHC in Sundarnagar. Elderly patients travel two buses for a five-minute consultation now. Please treat this as top priority. Tumba tondare aagide, bega action togoli.",facebook,Sundarnagar,first_time,healthcare|high
G101473,Road dug up and left open since the festival,"Namaskar, School vans have stopped entering ward 7 entirely. Parents now walk bacche 2 km because no vehicle can pass the stretch after the pipeline work. The MLA promised action on this before the elections but nothing happened. Kripya dhyan dijiye, bahut urgent hai.",facebook,Malligere,repeat_complaint,roads_transport|high
G102936,Medicines out of stock at government hospital,"Namaste, The primary health centre in Kotehalli has had no regular doctor for over two months. A nurse handles everything and serious cases are told to travel 40 km. The hospital ward toilets are in bad condition and attendants are forced to go outside. Requesting maintenance staff be assigned. This is very urgent.",helpline_call,Sundarnagar,repeat_complaint,healthcare|high
G105775,Potholes on the main road of the lake road side,"Namaste, The main road through Ashraya layout in Devgiri is full of potholes for six months. Two-wheeler riders are falling daily and the municipal office keeps saying the tender is pending. The MLA promised action on this before the elections but nothing happened. We are suffering a lot.",janata_darshan,Devgiri,repeat_complaint,roads_transport|high
G103057,Scholarship amount not credited to students,"Respected sir, The computer lab inaugurated with much fanfare has been locked for three days now because there is nobody to teach and no electricity connection for the machines. The roof of the primary school in the lake road side leaks and classes shift to the corridor when it rains. The repair sanctioned last year has not started. Requesting it before next monsoon. This is very urgent.",facebook,Rampura,escalated,education|routine
G101616,Urgent problem in our area,"Street lights in Gandhi colony have not been working since yesterday. We request replacement of the fused lights before the festival season. log say the aspatal got new equipment, but our issue remains. Please take immediate action.",field_visit,Sundarnagar,first_time,electricity|routine
G105025,Water only once in 8 days,Our colony in Chandpur has not received drinking pani fro over two months. Women are walking to the next village to fetch paani while the gram sevak gives new dates every week. Everything is urgent for officials only when TV cameras come. jaldi kariye us.,field_visit,Krishnapura,repeat_complaint,water_supply|high
G102086,No toilets for girls at the high school,"The girls' high school has no functional toilet, and attendance of older girls is dropping every month. Parents are quietly pulling daughters out. We are suffering a lot.",whatsapp,Ambalpet,repeat_complaint,education|high
G105636,Scholarship amount not credited to students,"Respected sir, The mid-day meal has become watery and the same menu repeats daily. We request the committee to inspect the kitchen and the supply quality. This is very urgent.",field_visit,Kotehalli,first_time,education|routine
G104130,Long pending issue,"Namaskara sir, farmers of Chandpur who lost their bele in the unseasonal rains have not received the insurance settlement for the past month. The survey was done, photos taken, and then silence. Loan recovery notices have started coming. janaru say the aspatre got new equipment, but our issue remains. The whole colony is waiting. Bega parihara madi, tumba urgent ide.",helpline_call,Sundarnagar,first_time,agriculture_irrigation|high
G103285,Problem gteting wrose daily,"Students who applied for the post-matric scholarship have not received the amount for three din now. Poor families borrowed for fees expecting it; some children may drop out this term. Everything is urgent for officials only when TV cameras come. Please take immediate action. Bahut pareshani ho rahi hai, kripya jaldi karvai kijiye.",whatsapp,Krishnapura,first_time,education|high
G102338,Water only once in 8 days,"The new apartment construction next to Gandhi colony has sunk multiple borewells and pressure in our street taps has dropped. Please inspect and regulate. The overhead tank motor burnt out and nobody has repaired it. The tanker promised as an alternative comes once in four dina and fights break out at the queue. Please take immediate action. Tumba tondare aagide, bega action togoli.",facebook,Kotehalli,escalated,water_supply|routine
G104173,Potholes on the main road of the old market area,"Sir ji, We request speed breakers near the school rasta in ward 7. Vehicles pass fast during school hours and parents are worried. Kindly sanction it in the coming works. log say the aspatal got new equipment, but our issue remains. We are not asking about the pension, that is coming properly. Hoping for quick action. Jaldi se jaldi madad kijiye sir.",janata_darshan,Kotehalli,escalated,roads_transport|routine
G105464,Problem getting worse daily,"Dear team, We request shifting of the elecrtic pole standing in the middle of the approach road to ward 4. It was to be moved during the road widening but was left as is. Please help us.",janata_darshan,Malligere,first_time,electricity|routine
G100851,Nobody is listening to us,"We applied for a new ration card after our family split and the application has been pending for six months. Requesting status and the pending document list, if any. People say the hospital got new equipment, but our issue remains. Please help us.",janata_darshan,Ambalpet,first_time,welfare_schemes|routine
G104757,Borewell subsidy application stuck,"Dear team, Farmers of Ambalpet who lost their crop in the unseasonal rains have not received the insurance settlement since the rains started. The survey was done, photos taken, and then silence. Loan recovery notices have started coming.",whatsapp,Devgiri,first_time,agriculture_irrigation|high
G105690,Medicines out fo stock at government hospital,"Namaskara sir, The primary health centre in Sundarnagar has had no regular doctor since the rains started. A nurse handles everything and serious cases are told to travel 40 km. Please treat this as top priority. Daya vittu sahaya madi sir.",field_visit,Chandpur,repeat_complaint,healthcare|high
G104549,Nobody is listening to us,"Sir ji, What arrives in our pipes for one hour every fourth day is barely enough. We request the department to revise the supply schedule for our layout. log say the aspatal got new equipment, but our issue remains. The whole colony is waiting. Hum garib logon ki koi nahi sunta.",field_visit,Malligere,first_time,water_supply|routine
G100796,Water quality complaint from residents,"Sir/Madam, The overhead tank motor burnt out and nobody has repaired it. The tanker promised as an alternative comes once in four days and fights break out at the queue. The drainage line has clearly mixed into the drinking water pipeline near the lake road side. Two children are on drips at the taluk hospital. People are still filling this water unaware. Please take immediate action.",facebook,Malligere,escalated,water_supply|high
G106479,Very ugretn matter,"Hello, I want to add my newborn daughter's name to our ration card and seed aadhaar for the scholarship. The portal keeps failing at the OTP step. People say the hospital got new equipment, but our issue remains. Hoping for quick atcion.",facebook,Rampura,first_time,welfare_schemes|routine
G100346,No doctor at the PHC since the rains started,"Namaste, The government hospital pharmacy says BP and diabetes medicines are out of stock since the rains started. Poor patients are skipping doses because private prices are unaffordable. This is very urgent.",helpline_call,Rampura,repeat_complaint,healthcare|high
G104558,"Borewell dry, tanker not coming","Hello, Taps in the old market area make a hissing sound and nothing comes out, since the rains started. Our children queue up at 5 am near the temple with pots before school. The whole colony is waiting.",helpline_call,Sundarnagar,repeat_complaint,water_supply|high
G103122,Borewell subsidy application stuck,"Sir namaskara, raitaru of Ambalpet who lost their crop in the unseasonal rains have not received the insurance settlement since yesterday. The survey was done, phtoos taken, and then silence. Loan recovery notices have started coming. The soil-testing van that was to visit Rampura never came, and the support price centre opens late each season. Requesting both be scheduled properly this year. Daya vittu sahaya madi sir.",helpline_call,Malligere,repeat_complaint,agriculture_irrigation|high
G106614,Dangerous wires near houses,"Respected sir, We request shifting of the electric pole standing in the middle of the approach road to ward 7. It was to be moved during the road widening but was left as is. Please treat this as top priority.",whatsapp,Devgiri,first_time,electricity|routine
G101903,Ambulance response time complaint,"Dear team, The primary health centre in Devgiri has had no regular doctor for three days now. A nurse handles everything and serious cases are told to travel 40 km. The primary health centre in Rampura has had no regular doctor for three days now. A nurse handles everything and serious cases are told to travel 40 km. Please treat this as top priority.",field_visit,Krishnapura,escalated,healthcare|high
G102529,Teacher shortage at the government school,"Respected sir, The mid-day meal has become watery and the same menu repeats daily. We request the committee to inspect the kitchen and the supply quality. Please help us.",facebook,Malligere,escalated,education|routine
G101184,Dangerous wires near houses,"Pranam sir, The transformer in the lake rasta side burnt out and the lineman says a replacement needs approval from above. The whole street has been in darkness for over two months. We face unscheduled bijli cuts of 6 to 8 hours daily in Malligere for three days now. Students cannot study for exams and small businesses running on machines are shutting for the day. Please take immediate action. Kripya dhyan dijiye, bahut urgent hai.",whatsapp,Malligere,first_time,electricity|high
G100591,Mid-day meal qualiyt very poor,"Sanmanya sir, Our halli makkalu walk 5 km each way because the promised upgraded classes for 8th and 9th never started here. Requesting the upgrade be taken up this academic year. We are not asking about the pension, that is coming properly. This is tumba urgent.",helpline_call,Chandpur,first_time,education|routine
G106281,Ration card application pending since last week,"Dear team, Our names were on the list at the ward member last year, but this month the dealer says our numbers no longer show in his machine. Ten families are affected in the bus stand circle. Please treat this as top priority.",facebook,Chandpur,first_time,welfare_schemes|high
G103341,Request for immediate action,"Sir ji, The mid-day meal has become watery and the same menu repeats daily. We request the committee to inspect the kitchen and the supply quality. Our gaon bacche walk 5 km each way because the promised upgraded classes for 8th and 9th never started here. Requesting the upgrade be taken up this academic year. Police did visit once but this shikayat is not about them. Please treat this as top priority. Kripya dhyan dijiye, bahut urgent hai.",facebook,Rampura,repeat_complaint,education|routine
G100527,Long pendnig issue,"Sir ji, This month's bills are three to four times the usual amount for every house in our lane. The meter reader never actually visits; readings are invented. Please audit and correct. The pole outside our house sparks loudly and threw flames in last raat's drizzle. The lineman says ""log a complaint"". One spark on the thatched roofs here and the whole row of ghar will burn. Please take immediate action. Hum garib logon ki koi nahi sunta.",janata_darshan,Rampura,repeat_complaint,electricity|routine
G106252,No toilets for girls at the high school,"Pranam sir, The roof of the primary school in the bus stand circle leaks and classes shift to the corridor when it rains. The repair sanctioned last year has not started. Requesting it before next monsoon. Many of us voted with a lot of hope last time. Hoping for quick action. Jaldi se jaldi madad kijiye sir.",helpline_call,Devgiri,first_time,education|routine
G104609,Sand lorries running at night,"Sanmanya sir, We went to the station about our neighbour's abusive behaviour and were told to ""settle it among yourselves"". We request guidance on filing it properly. Please escalate to higher officials.",whatsapp,Malligere,first_time,law_and_order|routine
G106592,Water uqaliyt complaint from residents,"Namaste, The overhead tank motor burnt out and nobody has repaired it. The tanker promised as an alternative comes once in four days and fights break out at the queue.",whatsapp,Kotehalli,repeat_complaint,water_supply|high
G105366,Housing scheme installment not released,"Sanmanya sir, The ration for our lane's twelve labour families has been stopped for two months over some ""server issue"", and this month there is genuinely nothing to cook in several mane. Old people are eating one meal a day. This cannot wait for the next camp. Please take immediate action. Namma colony jana kayta iddare.",facebook,Rampura,repeat_complaint,welfare_schemes|critical
G102576,Kindly look into this,"Sir/Madam, A big chunk of the classroom ceiling in the the old market area primary school fell during class hours yesterday, missing the children by a few feet. Classes are still being held in the same room because there is nowhere else. Close that room today itself. This has nothing to do with the school, the children are managing. Please help us.",whatsapp,Devgiri,repeat_complaint,education|critical
G101987,Inflated electricity bills this month,"Namaskara sir, We request shifting of the electric pole standing in the middle of the approach rasthe to Gandhi colony. It was to be moved during the rasthe widening but was left as is. janaru say the aspatre got new equipment, but our issue remains. Please escalate to higher officials. Namma colony jana kayta iddare.",janata_darshan,Chandpur,first_time,electricity|routine
G101809,Chain snatching incidents in ward 4,"Hello, There have been three chain-snatching incidents in the weavers’ colony for over two months. Elderly women have stopped morning walks. Patrolling has not increased despite complaints. Hoping for quick action.",facebook,Devgiri,escalated,law_and_order|high
G101574,Potholes on the main road of the old market area,"Dear team, School vans have stopped entering the bus stand circle entirely. Parents now walk children 2 km because no vehicle can pass the stretch after the pipeline work. If nothing happens we will raise it in the gram sabha again. Kindly do the needful.",field_visit,Kotehalli,first_time,roads_transport|high
G103459,Second time complaining,What arrives in our pipes for one hour every fourth day is barely enough. We request the department to revise the supply schedule for our layout. The overhead tank motor burnt out and nobody has repaired it. The tanker promised as an alternative comes once in four days and fights break out at the queue. The MLA promised action on this before the elections but nothing happened. Please escalate to higher officials.,field_visit,Chandpur,first_time,water_supply|routine
G104595,Urgent problem in our area,"Hello, The main road through the weavers’ colony in Krishnapura is full of potholes since the festival. Two-wheeler riders are falling daily and the local corporator keeps saying the tender is pending. We are not asking about the pension, that is coming properly. Please treat this as top priority.",helpline_call,Sundarnagar,repeat_complaint,roads_transport|high
G101138,Name missing from beneficiary list,"Sir ji, Our names were on the list at the ward member last year, but this month the dealer says our numbers no longer show in his machine. Ten families are affected in Ashraya layout. Everything is urgent for officials only when TV cameras come. Please take immediate action. Kripya dhyan dijiye, bahut urgent hai.",facebook,Chandpur,escalated,welfare_schemes|high
G101783,Dangerous wires near houses,"Sir/Madam, We request shifting of the electric pole standing in the middle of the approach road to Ashraya layout. It was to be moved during the road widening but was left as is. The transformer in ward 4 burnt out and the lineman says a replacement needs approval from above. The whole street has been in darkness for six months. Kindly do the needful.",helpline_call,Krishnapura,first_time,electricity|routine
G105483,Request for immedaite action,"Sanmanya sir, The main road through MG layout in Rampura is full of potholes ofr six months. Two-wheeler riders are falling daily and the gram sevak keeps saying the tender is pending. neeru supply here is otherwise okay, that is not the tondare. Hoping for quick action. Tumba tondare aagide, bega action togoli.",field_visit,Krishnapura,escalated,roads_transport|high
G105891,Ration card application pending since the festival,"Namaskara sir, Our names were on the list at the tehsildar last year, but this month the dealer says our numbers no longer show in his machine. Ten families are affected in the lake road side. Last time they acted only after someone nearly died, must it come to that? Please treat this as top priority. Bega parihara madi, tumba urgent ide.",whatsapp,Rampura,first_time,welfare_schemes|high
G102634,Street lights not working in the bus stand circle,"Namaste, We request shifting of the electric pole standing in the middle of the approach road to MG layout. It was to be moved during the road widening but was left as is. We face unscheduled power cuts of 6 to 8 hours daily in Malligere for over two months. Students cannot study for exams and small businesses running on machines are shutting for the day. Our ration shop works fine, this is a different matter. Kindly do the needful.",whatsapp,Chandpur,first_time,electricity|routine
G103220,"Transformer burnt since last week, no replacement","Respected sir, Strete lights in the odl market area have not been working since the festival. We request replacement of the fused lights before the festival season. People say the hospital got new equipment, but our issue remains. Hoping for quick action.",facebook,Ambalpet,first_time,electricity|routine
G102499,Inflated electricity bills this month,"Sanmanya sir, The pole outside our house sparks loudly and threw flames in last ratri's drizzle. The lineman says ""log a doora"". One spark on the thatched roofs here and the whole row of mane will burn. This is tumba urgent. Namma colony jana kayta iddare.",helpline_call,Malligere,escalated,electricity|critical
G102335,Widow pension rejected wrongly,"The ration for our lane's ten labour families has been stpoped for two months over some ""server issue"", and this month there is genuinely nothing to cook in several houses. Old people are eating one meal a day. This cannot wait for the next camp. Hoping for quick action.",helpline_call,Sundarnagar,escalated,welfare_schemes|critical
G101251,Name misisgn from beneficiary list,"Sir namaskara, I want to add my newborn daughter's name to our ration card and seed aadhaar for the scholarship. The portal keeps failing at the OTP step. Please take immediate action. Tumba tondare aagide, bega action togoli.",helpline_call,Rampura,escalated,welfare_schemes|routine
G105874,Scholarship amount not credited to students,"Hello, Our village children walk 5 km each way because the promised upgraded classes for 8th and 9th never started here. Requesting the upgrade be taken up this academic year. We are suffering a lot.",whatsapp,Krishnapura,first_time,education|routine
G103954,Power cuts of 6+ hours daliy in Devgiri,"Sir ji, This month's bills are three to four times the usual amount for every ghar in our lane. The meter reader never actually visits; readings are invented. Please audit and correct. The sadak in front was repaired last year so at least that is fine. The road in front was repaired last year so at least that is fine. The whole colony is waiting.",janata_darshan,Sundarnagar,first_time,electricity|routine
G100317,Fertilizer shortage at the co-op society,"Respected sir, My pumpset subsidy application with all documents has been moving between two offices for the past month. Kindly tell me where the file is and what remains. Many of us voted with a lot of hope last time. This is very urgent.",whatsapp,Chandpur,first_time,agriculture_irrigation|routine
G102763,Illegal liquor sale near the cshool,"Sir/Madam, Lorries carrying illegally mined sand thunder through our village between midnight and 4 am, shaking the houses. Everyone knows who runs it; no one dares to speak.",janata_darshan,Krishnapura,escalated,law_and_order|high
G103874,Name missing from beneficiary list,"Namaste, The second installment of the housing scheme has not been released though the walls are complete and photos were uploaded. The half-built house is soaking in rain and the family is in a rented shed. We applied for a new ration card after our family split and the application has been pending since the rains started. Requesting status and the pending document list, if any. Please treat this as top priority.",helpline_call,Malligere,repeat_complaint,welfare_schemes|high
G102409,No dotcor at the PHC for three dasy now,"Sir ji, The primary health centre in Rampura has had no regular doctor for the past month. A nurse handles everything and serious cases are told to travel 40 km. Our ration shop works fine, this is a different matter. This is bahut urgent.",janata_darshan,Sundarnagar,repeat_complaint,healthcare|high
G105525,Illegal liquor sale near the school,"Hello, The gambling den behind the market in Devgiri runs till late and young boys from our colony have started going there. Requesting it be shut down. Everything is urgent for officials only when TV cameras come. Many of us voted with a lot of hope last time. Please escalate to higher officials.",whatsapp,Krishnapura,repeat_complaint,law_and_order|routine
G100892,Old-age pension stopped without reason,"Dear team, My mother's old-age pension stopped coming since the rains started with no notice. It is her only income and she lives alone. the ward member says ""verification issue"" but cannot say what document is missing. My mother's old-age pension stopped coming for six months with no notice. It is her only income and she lives alone. the taluk office says ""verification issue"" but cannot say what document is missing. Please help us.",facebook,Rampura,escalated,welfare_schemes|high
G102587,Old-age pension stopped without reason,"Respected sir, We applied for a new ration card after our family split and the application has been pending for three days now. Requesting status and the pending document list, if any. Please help us.",janata_darshan,Rampura,first_time,welfare_schemes|routine
G102569,Road dug up and left open since last week,"Respected sir, There is no proper bus connectivity from Ambalpet to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle. Last time they acted only after someone nearly died, must it come to that?",facebook,Krishnapura,first_time,roads_transport|routine
G103787,Chain snatching incidents in the bus stand circle,"Sir ji, Lorries carrynig illegally mined sand thunder through our village between midnight and 4 am, shaking the ghar. Everyone knows who runs it; no one dares to speak. This is very urgent. Jaldi se jaldi madad kijiye sir.",janata_darshan,Rampura,first_time,law_and_order|high
G104913,Sand lorries running at night,"Namaste, We went to the station about our neighbour's abusive behaviour and were told to ""settle it among yourselves"". We request guidance on filing it properly. Many of us voted with a lot of hope last time. The whole colony is waiting.",whatsapp,Krishnapura,first_time,law_and_order|routine
G104567,Medicines out of stock at goevrnment hospital,"Sir/Madam, We request a monthly specialist visit to the PHC in Malligere. Elderly patients travel two buses for a five-minute consultation now. We request a monthly specialist visit to the PHC in Chandpur. Elderly patients travel two buses for a five-minute consultation now. Our ration shop works fine, this is a different matter. Everything is urgent for officials only when TV cameras come. This is very urgent.",janata_darshan,Ambalpet,repeat_complaint,healthcare|routine
G102759,No toilets for girls at the high school,"The girls' high school has no functional toilet, and attendance of older girls is dropping every month. Parents are quietly pulling daughters out. The sadak in front was repaired last year so at least that is fine. kripya madad kijiye us. Jaldi se jaldi madad kijiye sir.",facebook,Sundarnagar,escalated,education|high
G105563,Inflated electricity bills this month,"Sir/Madam, Street lights in the old market area have not been working for six months. We request replacement of the fused lights before the festival season. Please help us.",janata_darshan,Krishnapura,first_time,electricity|routine
G106313,"Transformer burnt for trhee days now, no replacement","The pole outside our mane sparks loudly and threw flames in last ratri's drizzle. The lineman says ""log a doora"". One spark on the thatched roofs here and the whole row of mane will burn. Last time they acted only after someone nearly died, must it come to that? water supply here is otherwise okay, that is not the problem. The whole colony is waiting. Namma colony jana kayta iddare.",janata_darshan,Kotehalli,repeat_complaint,electricity|critical
G104131,Second time complaining,"We request speed breakers near the school rasthe in ward 4. Vehicles pass fast during school hours and parents are worried. Kindly sanction it in the coming works. We request speed breakers near the school raste in ward 11. Vehicles pass fast during school hours and parents are worried. Kindly sanction it in the coming works. We are not asking about the pension, that is coming properly. We are not asking about the pension, that is coming properly. Please escalate to higher officials. Tumba tondare aagide, bega action togoli.",whatsapp,Sundarnagar,repeat_complaint,roads_transport|routine
G105027,Dangerous iwers near houses,"This month's bills are three to four times the usual amount for every house in our lane. The meter reader never actually visits; readings are invented. Please audit and correct. This has nothing to do with the school, the children are managing. Kindly do the needful.",helpline_call,Malligere,escalated,electricity|routine
G102911,Problem getting worse daily,"Hello, The soil-testing van that was to visit Rampura never came, and the support price centre opens late each season. Requesting both be scheduled properly this year. Kindly do the needful.",helpline_call,Malligere,escalated,agriculture_irrigation|routine
G104046,Appeal to the war room,"The standing paddy of the whole tail-end belt of Ambalpet will be dead within this week if the reservoir release is not given now. The gates are with the department; one order can still save this season for 200 families. Last time they acted only after someone nearly died, must it come to that? jaldi kariye us. Hum garib logon ki koi nahi sunta.",facebook,Kotehalli,first_time,agriculture_irrigation|critical
G103617,No bus service to our village,"Namaskara sir, School vans have stopepd entering Ashraya layout entirely. Parents now walk makkalu 2 km because no vehicle can pass the stretch after the pipeline work. There is no proper bus connectivity from Devgiri to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle. Unlike the power cuts which stopped, this issue continues. Please treat this as top priority.",whatsapp,Devgiri,first_time,roads_transport|high
G106532,Old-age pensoin stoppde without reason,"Namaste, The second installment of the housing scheme has not been released though the walls are complete and photos were uploaded. The half-built house is soaking in rain and the family is in a rented shed. My neighbour, a widow, was rejected for the pension saying her husband's death certificate has a one-letter name mismatch. Please guide which office corrects this. The MLA promised action on this before the elections but nothing happened. We are suffering a lot.",helpline_call,Sundarnagar,first_time,welfare_schemes|high
G101337,Water only once in 8 days,"Sir ji, The paani coming in our taps is brown and smells of sewage, and six log from ward 7 including small bachche are admitted with vomiting and loose motions since yesterday. Stop this supply immediately before more fall sick. The new apartment construction next to the weavers’ colony has sunk multiple borewells and pressure in our street taps has dropped. Please inspect and regulate. Please escalate to higher officials. Jaldi se jaldi madad kijiye sir.",facebook,Kotehalli,escalated,water_supply|critical
G102410,Long pending issue,"Sir ji, Lorries carrying illegally mined sand thunder through our gaon between midnight and 4 am, shaking the ghar. Everyone knows who runs it; no one dares to speak. The whole colony is waiting.",field_visit,Rampura,repeat_complaint,law_and_order|high
G100043,Potholes on the main road of ward 4,"Namaskara sir, There is no proper bus connectivity from Chandpur to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle. The main road through ward 11 in Rampura is full of potholes for three days now. Two-wheeler riders are falling daily and the taluk office keeps saying the tender is pending. Please escalate to higher officials. Daya vittu sahaya madi sir.",janata_darshan,Sundarnagar,repeat_complaint,roads_transport|routine
G103390,No toilets for girls at the high school,"Namaste, The girls' high school has no functional toilet, and attendance of older girls is dropping every month. Parents are quietly pulling daughters out. Unlike the power cuts which stopped, this issue continues. Please treat this as top priority.",helpline_call,Malligere,first_time,education|high
G102765,No toilets for girls at the hgih school,"Sir/Madam, The girls' high school has no functional toilet, and attendance of older girls is dropping every month. Parents are quietly pulling daughters out. The whole colony is waiting.",facebook,Devgiri,first_time,education|high
G101089,Complaint from residents,"After dark there is drinking and loud fights near the bus shelter in the old market area. We request a patrol round at night at least on weekends. The whole colony is waiting. Tumba tondare aagide, bega action togoli.",helpline_call,Malligere,first_time,law_and_order|routine
G101209,"Transformer burnt for hte past month, no replacement","Namaskar, Low-hanging live wires near the wevaers’ colony are at head height after the storm. A buffalo was electrocuted yesterday evening; bacche walk under the same line to school every subah. The MLA promised action on this before the elections but nothing happened. Jaldi se jaldi madad kijiye sir.",facebook,Kotehalli,first_time,electricity|critical
